zip,s_0_5,s_desert
10964,0.0,0.0
10965,0.0,0.0
10968,0.0,0.0
10969,0.0,0.0
10970,0.0,0.0
10973,0.0,0.0
10974,0.0,0.0
10975,0.0,0.0
10976,0.0,0.0
10977,0.0,0.0
10979,0.0,0.0
10980,0.0,0.0
10983,0.0,0.0
10984,0.0,0.0
10985,0.0,0.0
10986,0.0,0.0
10987,0.0,0.0
10988,0.0,0.0
10989,0.0,0.0
10990,0.0,0.0
10992,0.0,0.0
10993,0.0,0.0
10994,0.0,0.0
10996,0.0,0.0
10998,0.0,0.0
11001,0.0,0.0
11003,0.0,0.0
11004,0.0,0.0
11005,0.0,0.0
11010,0.0,0.0
11020,0.0,0.0
11021,0.0,0.0
11023,0.0,0.0
11024,0.0,0.0
11030,0.0,0.0
11040,0.0,0.0
11042,0.0,0.0
11050,0.0,0.0
11096,0.0,0.0
11101,0.0,0.0
11102,0.0,0.0
11103,0.0,0.0
11104,0.0,0.0
11105,0.0,0.0
11106,0.0,0.0
11109,0.0,0.0
11201,0.0,0.0
11203,0.0,0.0
11204,0.0,0.0
11205,0.0,0.0
11206,0.0,0.0
11207,0.0,0.0
11208,0.0,0.0
11209,0.0,0.0
11210,0.0,0.0
11211,0.0,0.0
11212,0.0,0.0
11213,0.0,0.0
11214,0.0,0.0
11215,0.0,0.0
11216,0.0,0.0
11217,0.0,0.0
11218,0.0,0.0
11219,0.0,0.0
11220,0.0,0.0
11221,0.0,0.0
11222,0.0,0.0
11223,0.0,0.0
11224,0.0,0.0
11225,0.0,0.0
11226,0.0,0.0
11228,0.0,0.0
11229,0.0,0.0
11230,0.0,0.0
11231,0.0,0.0
11232,0.0,0.0
11233,0.0,0.0
11234,0.0,0.0
11235,0.0,0.0
11236,0.0,0.0
11237,0.0,0.0
11238,0.0,0.0
11239,0.0,0.0
11249,0.0,0.0
11354,0.0,0.0
11355,0.0,0.0
11356,0.0,0.0
11357,0.0,0.0
11358,0.0,0.0
11359,0.0,0.0
11360,0.0,0.0
11361,0.0,0.0
11362,0.0,0.0
11363,0.0,0.0
11364,0.0,0.0
11365,0.0,0.0
11366,0.0,0.0
11367,0.0,0.0
11368,0.0,0.0
11369,0.0,0.0
11370,0.0,0.0
11371,0.0,0.0
11372,0.0,0.0
11373,0.0,0.0
11374,0.0,0.0
11375,0.0,0.0
11377,0.0,0.0
11378,0.0,0.0
11379,0.0,0.0
11385,0.0,0.0
11411,0.0,0.0
11412,0.0,0.0
11413,0.0,0.0
11414,0.0,0.0
11415,0.0,0.0
11416,0.0,0.0
11417,0.0,0.0
11418,0.0,0.0
11419,0.0,0.0
11420,0.0,0.0
11421,0.0,0.0
11422,0.0,0.0
11423,0.0,0.0
11424,0.0,0.0
11426,0.0,0.0
11427,0.0,0.0
11428,0.0,0.0
11429,0.0,0.0
11430,0.0,0.0
11432,0.0,0.0
11433,0.0,0.0
11434,0.0,0.0
11435,0.0,0.0
11436,0.0,0.0
11439,0.0,0.0
11451,0.0,0.0
11501,0.0,0.0
11507,0.0,0.0
11509,0.0,0.0
11510,0.0,0.0
11514,0.0,0.0
11516,0.0,0.0
11518,0.0,0.0
11520,0.0,0.0
11530,0.0,0.0
11542,0.0,0.0
11545,0.0,0.0
11547,0.0,0.0
11548,0.0,0.0
11549,0.0,0.0
11550,0.0,0.0
11552,0.0,0.0
11553,0.0,0.0
11554,0.0,0.0
11556,0.0,0.0
11557,0.0,0.0
11558,0.0,0.0
11559,0.0,0.0
11560,0.0,0.0
11561,0.0,0.0
11563,0.0,0.0
11565,0.0,0.0
11566,0.0,0.0
11568,0.0,0.0
11569,0.0,0.0
11570,0.0,0.0
11572,0.0,0.0
11575,0.0,0.0
11576,0.0,0.0
11577,0.0,0.0
11579,0.0,0.0
11580,0.0,0.0
11581,0.0,0.0
11590,0.0,0.0
11596,0.0,0.0
11598,0.0,0.0
11691,0.0,0.0
11692,0.0,0.0
11693,0.0,0.0
11694,0.0,0.0
11697,0.0,0.0
11701,0.0,0.0
11702,0.0,0.0
11703,0.0,0.0
11704,0.0,0.0
11705,0.0,0.0
11706,0.0,0.0
11709,0.0,0.0
11710,0.0,0.0
11713,0.0,0.0
11714,0.0,0.0
11715,0.0,0.0
11716,0.0,0.0
11717,0.0,0.0
11718,0.0,0.0
11719,0.0,0.0
11720,0.0,0.0
11721,0.0,0.0
11722,0.0,0.0
11724,0.0,0.0
11725,0.0,0.0
11726,0.0,0.0
11727,0.0,0.0
11729,0.0,0.0
11730,0.0,0.0
11731,0.0,0.0
11732,0.0,0.0
11733,0.0,0.0
11735,0.0,0.0
11738,0.0,0.0
11739,0.0,0.0
11740,0.0,0.0
11741,0.0,0.0
11742,0.0,0.0
11743,0.0,0.0
11746,0.0,0.0
11747,0.0,0.0
11749,0.0,0.0
11751,0.0,0.0
11752,0.0,0.0
11753,0.0,0.0
11754,0.0,0.0
11755,0.0,0.0
11756,0.0,0.0
11757,0.0,0.0
11758,0.0,0.0
11762,0.0,0.0
11763,0.0,0.0
11764,0.0,0.0
11765,0.0,0.0
11766,0.0,0.0
11767,0.0,0.0
11768,0.0,0.0
11769,0.0,0.0
11770,0.0,0.0
11771,0.0,0.0
11772,0.0,0.0
11776,0.0,0.0
11777,0.0,0.0
11778,0.0,0.0
11779,0.0,0.0
11780,0.0,0.0
11782,0.0,0.0
11783,0.0,0.0
11784,0.0,0.0
11786,0.0,0.0
11787,0.0,0.0
11788,0.0,0.0
11789,0.0,0.0
11790,0.0,0.0
11791,0.0,0.0
11792,0.0,0.0
11793,0.0,0.0
11794,0.0,0.0
11795,0.0,0.0
11796,0.0,0.0
11797,0.0,0.0
11798,0.0,0.0
11801,0.0,0.0
11803,0.0,0.0
11804,0.0,0.0
11901,0.0,0.0
11930,0.0,0.0
11931,0.0,0.0
11932,0.0,0.0
11933,0.0,0.0
11934,0.0,0.0
11935,0.0,0.0
11937,0.0,0.0
11939,0.0,0.0
11940,0.0,0.0
11941,0.0,0.0
11942,0.0,0.0
11944,0.0,0.0
11946,0.0,0.0
11947,0.0,0.0
11948,0.0,0.0
11949,0.0,0.0
11950,0.0,0.0
11951,0.0,0.0
11952,0.0,0.0
11953,0.0,0.0
11954,0.0,0.0
11955,0.0,0.0
11956,0.0,0.0
11957,0.0,0.0
11958,0.0,0.0
11959,0.0,0.0
11960,0.0,0.0
11961,0.0,0.0
11962,0.0,0.0
11963,0.0,0.0
11964,0.0,0.0
11965,0.0,0.0
11967,0.0,0.0
11968,0.0,0.0
11970,0.0,0.0
11971,0.0,0.0
11972,0.0,0.0
11973,0.0,0.0
11975,0.0,0.0
11976,0.0,0.0
11977,0.0,0.0
11978,0.0,0.0
11980,0.0,0.0
12007,0.0,0.0
12008,0.0,0.0
12009,0.0,0.0
12010,0.0,0.0
12015,0.0,0.0
12017,0.0,0.0
12018,0.0,0.0
12019,0.0,0.0
12020,0.0,0.0
12022,0.0,0.0
12023,0.0,0.0
12024,0.0,0.0
12025,0.0,0.0
12027,0.0,0.0
12028,0.0,0.0
12029,0.0,0.0
12031,0.0,0.0
12032,0.0,0.0
12033,0.0,0.0
12035,0.0,0.0
12036,0.0,0.0
12037,0.0,0.0
12040,0.0,0.0
12041,0.0,0.0
12042,0.0,0.0
12043,0.0,0.0
12045,0.0,0.0
12046,0.0,0.0
12047,0.0,0.0
12051,0.0,0.0
12052,0.0,0.0
12053,0.0,0.0
12054,0.0,0.0
12056,0.0,0.0
12057,0.0,0.0
12058,0.0,0.0
12059,0.0,0.0
12060,0.0,0.0
12061,0.0,0.0
12062,0.0,0.0
12063,0.0,0.0
12064,0.0,0.0
12065,0.0,0.0
12066,0.0,0.0
12067,0.0,0.0
12068,0.0,0.0
12069,0.0,0.0
12070,0.0,0.0
12071,0.0,0.0
12072,0.0,0.0
12074,0.0,0.0
12075,0.0,0.0
12076,0.0,0.0
12077,0.0,0.0
12078,0.0,0.0
12082,0.0,0.0
12083,0.0,0.0
12084,0.0,0.0
12085,0.0,0.0
12086,0.0,0.0
12087,0.0,0.0
12090,0.0,0.0
12092,0.0,0.0
12093,0.0,0.0
12094,0.0,0.0
12095,0.0,0.0
12106,0.0,0.0
12108,0.0,0.0
12110,0.0,0.0
12115,0.0,0.0
12116,0.0,0.0
12117,0.0,0.0
12118,0.0,0.0
12120,0.0,0.0
12121,0.0,0.0
12122,0.0,0.0
12123,0.0,0.0
12124,0.0,0.0
12125,0.0,0.0
12130,0.0,0.0
12131,0.0,0.0
12132,0.0,0.0
12134,0.0,0.0
12136,0.0,0.0
12137,0.0,0.0
12138,0.0,0.0
12139,0.0,0.0
12140,0.0,0.0
12143,0.0,0.0
12144,0.0,0.0
12147,0.0,0.0
12148,0.0,0.0
12149,0.0,0.0
12150,0.0,0.0
12151,0.0,0.0
12153,0.0,0.0
12154,0.0,0.0
12155,0.0,0.0
12156,0.0,0.0
12157,0.0,0.0
12158,0.0,0.0
12159,0.0,0.0
12160,0.0,0.0
12161,0.0,0.0
12164,0.0,0.0
12165,0.0,0.0
12166,0.0,0.0
12167,0.0,0.0
12168,0.0,0.0
12169,0.0,0.0
12170,0.0,0.0
12172,0.0,0.0
12173,0.0,0.0
12174,0.0,0.0
12175,0.0,0.0
12176,0.0,0.0
12177,0.0,0.0
12180,0.0,0.0
12182,0.0,0.0
12183,0.0,0.0
12184,0.0,0.0
12185,0.0,0.0
12186,0.0,0.0
12187,0.0,0.0
12188,0.0,0.0
12189,0.0,0.0
12190,0.0,0.0
12192,0.0,0.0
12193,0.0,0.0
12194,0.0,0.0
12195,0.0,0.0
12196,0.0,0.0
12197,0.0,0.0
12198,0.0,0.0
12202,0.0,0.0
12203,0.0,0.0
12204,0.0,0.0
12205,0.0,0.0
12206,0.0,0.0
12207,0.0,0.0
12208,0.0,0.0
12209,0.0,0.0
12210,0.0,0.0
12211,0.0,0.0
12222,0.0,0.0
12226,0.0,0.0
12302,0.0,0.0
12303,0.0,0.0
12304,0.0,0.0
12305,0.0,0.0
12306,0.0,0.0
12307,0.0,0.0
12308,0.0,0.0
12309,0.0,0.0
12401,0.0,0.0
12404,0.0,0.0
12405,0.0,0.0
12406,0.0,0.0
12407,0.0,0.0
12409,0.0,0.0
12410,0.0,0.0
12411,0.0,0.0
12412,0.0,0.0
12413,0.0,0.0
12414,0.0,0.0
12416,0.0,0.0
12417,0.0,0.0
12418,0.0,0.0
12419,0.0,0.0
12420,0.0,0.0
12421,0.0,0.0
12422,0.0,0.0
12423,0.0,0.0
12424,0.0,0.0
12427,0.0,0.0
12428,0.0,0.0
12429,0.0,0.0
12430,0.0,0.0
12431,0.0,0.0
12432,0.0,0.0
12433,0.0,0.0
12434,0.0,0.0
12435,0.0,0.0
12436,0.0,0.0
12438,0.0,0.0
12439,0.0,0.0
12440,0.0,0.0
12441,0.0,0.0
12442,0.0,0.0
12443,0.0,0.0
12444,0.0,0.0
12446,0.0,0.0
12448,0.0,0.0
12449,0.0,0.0
12450,0.0,0.0
12451,0.0,0.0
12452,0.0,0.0
12453,0.0,0.0
12454,0.0,0.0
12455,0.0,0.0
12456,0.0,0.0
12457,0.0,0.0
12458,0.0,0.0
12459,0.0,0.0
12460,0.0,0.0
12461,0.0,0.0
12463,0.0,0.0
12464,0.0,0.0
12465,0.0,0.0
12466,0.0,0.0
12468,0.0,0.0
12469,0.0,0.0
12470,0.0,0.0
12471,0.0,0.0
12472,0.0,0.0
12473,0.0,0.0
12474,0.0,0.0
12475,0.0,0.0
12477,0.0,0.0
12480,0.0,0.0
12481,0.0,0.0
12482,0.0,0.0
12483,0.0,0.0
12484,0.0,0.0
12485,0.0,0.0
12486,0.0,0.0
12487,0.0,0.0
12489,0.0,0.0
12490,0.0,0.0
12491,0.0,0.0
12492,0.0,0.0
12493,0.0,0.0
12494,0.0,0.0
12495,0.0,0.0
12496,0.0,0.0
12498,0.0,0.0
12501,0.0,0.0
12502,0.0,0.0
12503,0.0,0.0
12504,0.0,0.0
12507,0.0,0.0
12508,0.0,0.0
12512,0.0,0.0
12513,0.0,0.0
12514,0.0,0.0
12515,0.0,0.0
12516,0.0,0.0
12517,0.0,0.0
12518,0.0,0.0
12520,0.0,0.0
12521,0.0,0.0
12522,0.0,0.0
12523,0.0,0.0
12524,0.0,0.0
12525,0.0,0.0
12526,0.0,0.0
12527,0.0,0.0
12528,0.0,0.0
12529,0.0,0.0
12530,0.0,0.0
12531,0.0,0.0
12533,0.0,0.0
12534,0.0,0.0
12538,0.0,0.0
12540,0.0,0.0
12542,0.0,0.0
12543,0.0,0.0
12544,0.0,0.0
12545,0.0,0.0
12546,0.0,0.0
12547,0.0,0.0
12548,0.0,0.0
12549,0.0,0.0
12550,0.0,0.0
12553,0.0,0.0
12561,0.0,0.0
12563,0.0,0.0
12564,0.0,0.0
12565,0.0,0.0
12566,0.0,0.0
12567,0.0,0.0
12569,0.0,0.0
12570,0.0,0.0
12571,0.0,0.0
12572,0.0,0.0
12574,0.0,0.0
12575,0.0,0.0
12577,0.0,0.0
12578,0.0,0.0
12580,0.0,0.0
12581,0.0,0.0
12582,0.0,0.0
12583,0.0,0.0
12585,0.0,0.0
12586,0.0,0.0
12589,0.0,0.0
12590,0.0,0.0
12592,0.0,0.0
12594,0.0,0.0
12601,0.0,0.0
12603,0.0,0.0
12604,0.0,0.0
12701,0.0,0.0
12719,0.0,0.0
12720,0.0,0.0
12721,0.0,0.0
12722,0.0,0.0
12723,0.0,0.0
12724,0.0,0.0
12725,0.0,0.0
12726,0.0,0.0
12729,0.0,0.0
12732,0.0,0.0
12733,0.0,0.0
12734,0.0,0.0
12736,0.0,0.0
12737,0.0,0.0
12738,0.0,0.0
12740,0.0,0.0
12741,0.0,0.0
12742,0.0,0.0
12743,0.0,0.0
12745,0.0,0.0
12746,0.0,0.0
12747,0.0,0.0
12748,0.0,0.0
12749,0.0,0.0
12750,0.0,0.0
12751,0.0,0.0
12752,0.0,0.0
12754,0.0,0.0
12758,0.0,0.0
12759,0.0,0.0
12760,0.0,0.0
12762,0.0,0.0
12763,0.0,0.0
12764,0.0,0.0
12765,0.0,0.0
12766,0.0,0.0
12767,0.0,0.0
12768,0.0,0.0
12769,0.0,0.0
12770,0.0,0.0
12771,0.0,0.0
12775,0.0,0.0
12776,0.0,0.0
12777,0.0,0.0
12778,0.0,0.0
12779,0.0,0.0
12780,0.0,0.0
12781,0.0,0.0
12783,0.0,0.0
12784,0.0,0.0
12785,0.0,0.0
12786,0.0,0.0
12787,0.0,0.0
12788,0.0,0.0
12789,0.0,0.0
12790,0.0,0.0
12791,0.0,0.0
12792,0.0,0.0
12801,0.0,0.0
12803,0.0,0.0
12804,0.0,0.0
12808,0.0,0.0
12809,0.0,0.0
12810,0.0,0.0
12811,0.0,0.0
12812,0.0,0.0
12814,0.0,0.0
12815,0.0,0.0
12816,0.0,0.0
12817,0.0,0.0
12819,0.0,0.0
12820,0.0,0.0
12821,0.0,0.0
12822,0.0,0.0
12823,0.0,0.0
12824,0.0,0.0
12827,0.0,0.0
12828,0.0,0.0
12831,0.0,0.0
12832,0.0,0.0
12833,0.0,0.0
12834,0.0,0.0
12835,0.0,0.0
12836,0.0,0.0
12837,0.0,0.0
12838,0.0,0.0
12839,0.0,0.0
12841,0.0,0.0
12842,0.0,0.0
12843,0.0,0.0
12844,0.0,0.0
12845,0.0,0.0
12846,0.0,0.0
12847,0.0,0.0
12849,0.0,0.0
12850,0.0,0.0
12851,0.0,0.0
12852,0.0,0.0
12853,0.0,0.0
12854,0.0,0.0
12855,0.0,0.0
12856,0.0,0.0
12857,0.0,0.0
12858,0.0,0.0
12859,0.0,0.0
12860,0.0,0.0
12861,0.0,0.0
12862,0.0,0.0
12863,0.0,0.0
12864,0.0,0.0
12865,0.0,0.0
12866,0.0,0.0
12870,0.0,0.0
12871,0.0,0.0
12872,0.0,0.0
12873,0.0,0.0
12874,0.0,0.0
12878,0.0,0.0
12883,0.0,0.0
12884,0.0,0.0
12885,0.0,0.0
12886,0.0,0.0
12887,0.0,0.0
12901,0.0,0.0
12903,0.0,0.0
12910,0.0,0.0
12911,0.0,0.0
12912,0.0,0.0
12913,0.0,0.0
12914,0.0,0.0
12915,0.0,0.0
12916,0.0,0.0
12917,0.0,0.0
12918,0.0,0.0
12919,0.0,0.0
12920,0.0,0.0
12921,0.0,0.0
12922,0.0,0.0
12923,0.0,0.0
12924,0.0,0.0
12926,0.0,0.0
12927,0.0,0.0
12928,0.0,0.0
12929,0.0,0.0
12930,0.0,0.0
12932,0.0,0.0
12933,0.0,0.0
12934,0.0,0.0
12935,0.0,0.0
12936,0.0,0.0
12937,0.0,0.0
12939,0.0,0.0
12941,0.0,0.0
12942,0.0,0.0
12943,0.0,0.0
12944,0.0,0.0
12945,0.0,0.0
12946,0.0,0.0
12950,0.0,0.0
12952,0.0,0.0
12953,0.0,0.0
12955,0.0,0.0
12956,0.0,0.0
12957,0.0,0.0
12958,0.0,0.0
12959,0.0,0.0
12960,0.0,0.0
12961,0.0,0.0
12962,0.0,0.0
12964,0.0,0.0
12965,0.0,0.0
12966,0.0,0.0
12967,0.0,0.0
12969,0.0,0.0
12970,0.0,0.0
12972,0.0,0.0
12973,0.0,0.0
12974,0.0,0.0
12975,0.0,0.0
12976,0.0,0.0
12977,0.0,0.0
12978,0.0,0.0
12979,0.0,0.0
12980,0.0,0.0
12981,0.0,0.0
12983,0.0,0.0
12985,0.0,0.0
12986,0.0,0.0
12987,0.0,0.0
12989,0.0,0.0
12992,0.0,0.0
12993,0.0,0.0
12996,0.0,0.0
12997,0.0,0.0
12998,0.0,0.0
13020,0.0,0.0
13021,0.0,0.0
13024,0.0,0.0
13026,0.0,0.0
13027,0.0,0.0
13028,0.0,0.0
13029,0.0,0.0
13030,0.0,0.0
13031,0.0,0.0
13032,0.0,0.0
13033,0.0,0.0
13034,0.0,0.0
13035,0.0,0.0
13036,0.0,0.0
13037,0.0,0.0
13039,0.0,0.0
13040,0.0,0.0
13041,0.0,0.0
13042,0.0,0.0
13044,0.0,0.0
13045,0.0,0.0
13051,0.0,0.0
13052,0.0,0.0
13053,0.0,0.0
13054,0.0,0.0
13057,0.0,0.0
13060,0.0,0.0
13061,0.0,0.0
13062,0.0,0.0
13063,0.0,0.0
13065,0.0,0.0
13066,0.0,0.0
13068,0.0,0.0
13069,0.0,0.0
13071,0.0,0.0
13072,0.0,0.0
13073,0.0,0.0
13074,0.0,0.0
13076,0.0,0.0
13077,0.0,0.0
13078,0.0,0.0
13080,0.0,0.0
13081,0.0,0.0
13082,0.0,0.0
13083,0.0,0.0
13084,0.0,0.0
13087,0.0,0.0
13088,0.0,0.0
13090,0.0,0.0
13092,0.0,0.0
13101,0.0,0.0
13102,0.0,0.0
13103,0.0,0.0
13104,0.0,0.0
13108,0.0,0.0
13110,0.0,0.0
13111,0.0,0.0
13112,0.0,0.0
13113,0.0,0.0
13114,0.0,0.0
13115,0.0,0.0
13116,0.0,0.0
13117,0.0,0.0
13118,0.0,0.0
13119,0.0,0.0
13120,0.0,0.0
13121,0.0,0.0
13122,0.0,0.0
13123,0.0,0.0
13124,0.0,0.0
13126,0.0,0.0
13131,0.0,0.0
13132,0.0,0.0
13134,0.0,0.0
13135,0.0,0.0
13136,0.0,0.0
13138,0.0,0.0
13140,0.0,0.0
13141,0.0,0.0
13142,0.0,0.0
13143,0.0,0.0
13144,0.0,0.0
13145,0.0,0.0
13146,0.0,0.0
13147,0.0,0.0
13148,0.0,0.0
13152,0.0,0.0
13153,0.0,0.0
13154,0.0,0.0
13155,0.0,0.0
13156,0.0,0.0
13157,0.0,0.0
13158,0.0,0.0
13159,0.0,0.0
13160,0.0,0.0
13162,0.0,0.0
13163,0.0,0.0
13164,0.0,0.0
13165,0.0,0.0
13166,0.0,0.0
13167,0.0,0.0
13202,0.0,0.0
13203,0.0,0.0
13204,0.0,0.0
13205,0.0,0.0
13206,0.0,0.0
13207,0.0,0.0
13208,0.0,0.0
13209,0.0,0.0
13210,0.0,0.0
13211,0.0,0.0
13212,0.0,0.0
13214,0.0,0.0
13215,0.0,0.0
13219,0.0,0.0
13224,0.0,0.0
13244,0.0,0.0
13290,0.0,0.0
13301,0.0,0.0
13302,0.0,0.0
13303,0.0,0.0
13304,0.0,0.0
13305,0.0,0.0
13308,0.0,0.0
13309,0.0,0.0
13310,0.0,0.0
13312,0.0,0.0
13313,0.0,0.0
13314,0.0,0.0
13315,0.0,0.0
13316,0.0,0.0
13317,0.0,0.0
13318,0.0,0.0
13319,0.0,0.0
13320,0.0,0.0
13321,0.0,0.0
13322,0.0,0.0
13323,0.0,0.0
13324,0.0,0.0
13325,0.0,0.0
13326,0.0,0.0
13327,0.0,0.0
13328,0.0,0.0
13329,0.0,0.0
13331,0.0,0.0
13332,0.0,0.0
13333,0.0,0.0
13334,0.0,0.0
13335,0.0,0.0
13337,0.0,0.0
13338,0.0,0.0
13339,0.0,0.0
13340,0.0,0.0
13342,0.0,0.0
13343,0.0,0.0
13345,0.0,0.0
13346,0.0,0.0
13348,0.0,0.0
13350,0.0,0.0
13352,0.0,0.0
13353,0.0,0.0
13354,0.0,0.0
13355,0.0,0.0
13357,0.0,0.0
13360,0.0,0.0
13361,0.0,0.0
13363,0.0,0.0
13364,0.0,0.0
13365,0.0,0.0
13367,0.0,0.0
13368,0.0,0.0
13402,0.0,0.0
13403,0.0,0.0
13404,0.0,0.0
13406,0.0,0.0
13407,0.0,0.0
13408,0.0,0.0
13409,0.0,0.0
13410,0.0,0.0
13411,0.0,0.0
13413,0.0,0.0
13415,0.0,0.0
13416,0.0,0.0
13417,0.0,0.0
13418,0.0,0.0
13420,0.0,0.0
13421,0.0,0.0
13424,0.0,0.0
13425,0.0,0.0
13428,0.0,0.0
13431,0.0,0.0
13433,0.0,0.0
13435,0.0,0.0
13436,0.0,0.0
13437,0.0,0.0
13438,0.0,0.0
13439,0.0,0.0
13440,0.0,0.0
13441,0.0,0.0
13450,0.0,0.0
13452,0.0,0.0
13454,0.0,0.0
13455,0.0,0.0
13456,0.0,0.0
13457,0.0,0.0
13459,0.0,0.0
13460,0.0,0.0
13461,0.0,0.0
13464,0.0,0.0
13468,0.0,0.0
13469,0.0,0.0
13470,0.0,0.0
13471,0.0,0.0
13472,0.0,0.0
13473,0.0,0.0
13475,0.0,0.0
13476,0.0,0.0
13477,0.0,0.0
13478,0.0,0.0
13480,0.0,0.0
13482,0.0,0.0
13483,0.0,0.0
13484,0.0,0.0
13485,0.0,0.0
13486,0.0,0.0
13488,0.0,0.0
13489,0.0,0.0
13490,0.0,0.0
13491,0.0,0.0
13492,0.0,0.0
13493,0.0,0.0
13494,0.0,0.0
13495,0.0,0.0
13501,0.0,0.0
13502,0.0,0.0
13601,0.0,0.0
13602,0.0,0.0
13603,0.0,0.0
13605,0.0,0.0
13606,0.0,0.0
13607,0.0,0.0
13608,0.0,0.0
13611,0.0,0.0
